card,domain,v7_total,v7_conclusion,A1,A2,A3,B,total,conclusion,reason,model,error
2604.04898v1,legacy,64.0,inconclusive,12,10,15,12,49,partially_supported,提交物完整（solution.md、code/、metrics.json、evidence_table.csv、figures），A1 满分。代码在沙箱中因找不到 F:/dataset 工作区根目录而无法运行（common.py 硬编码 Windows 路径），但提交物本身包含可运行代码且结果文件齐全。A2：核心数值（40.0%/56.9%等）无法在冻结数据上以论文口径复现，本地 judge 为 Qwen2.5-1.5B 且 RSA 未实现、IMO-AnswerBench 缺失，仅验证数据集特征与部分定性趋势（C03 token 方向、C04 奖励数据），结论 partially_supported，给 10 分。A3：方法严谨，诚实区分 paper_reported 与 computed_local，未编造数字，统计分析扎实（配对检验、token 比），给 15 分。B：核心指标（R01/R04/R07 等）均未在容差内吻合，本地 5.433/7 与锚点 40.0% 量纲不可比，RSA 未实现，RL reward 无直接锚点，truth_check=unverified，给 12 分。总分 49/100。,DeepSeek-V4-Flash-0731,
2604.04878v1,legacy,81.0,partially_supported,12,14,15,22,63,partially_supported,提交物完整（solution.md、code、evidence_table.csv、metrics.json 齐全），A1=12。复现代码因缺少 vigilant 模块和 F:/ 数据路径无法在沙箱实跑，但 metrics.json/evidence_table.csv 数值自洽且与 solution.md 一致。与真值比对：C04 lambda=0.5 吻合（R11 支持）；n_repetitions=1 偏离真值 25（R12 偏离，受冻结数据限制）；C01 性能/保留不平稳、potential 峰值在 step3 而非 step1（R01/R03 偏离）；C02 保留不平稳（R07 偏离）；C03 部分支持。整体结论 partially_supported，证据真实可验证但多项趋势与论文真值 diverged，故 A2=14、B=22。,DeepSeek-V4-Flash-0731,
2604.04895v1,legacy,64.0,partially_supported,10,20,12,20,62,partially_supported,提交物结构完整（solution.md/code/results/evidence_table.csv/metrics.json/figures），A1 给 10。C01 CIFAR-10 腿基于冻结 k_agent.csv 实跑验证：30 配置 acc 均值 0.3782、范围 4.61pp、90% 在均值±2pp、prompt ANOVA p=0.55，支持'不同 LLM/提示可比'；但'与固定 K 基线持平'无法独立验证，MNIST 腿仅论文引用，故 C01 判 partially_supported。C02 实跑验证 86.7% 配置 k_std>0、k_std 均值 3.17，支持动态 K。C03 冻结数据无机器可读文件，仅论文 Table 2 显示 ToolAgent(0.786)>LLM(0.694) 与正文 Figure 4 矛盾，判 inconclusive。C04 仅论文引用（token 增长 LLM×6.53 vs Tool×1.16，50 clients LLM cost>$Tool），无独立数据。A2 给 20：核心可计算 claim（C01-CIFAR10、C02）与真值一致，但 C03/C04 无法独立复现、C01 部分依赖论文引用。A3 给 12：方法严谨、诚实标注 PAPER-CITED、无取巧，但未重训 FL 模型、依赖官方 artifact。B,DeepSeek-V4-Flash-0731,
2604.04891v1,legacy,85.0,partially_supported,12,22,14,32,80,partially_supported,"C01 fully supported: static OT costs 23.745/19.916/19.323 match truth within tolerance, monotone decreasing. C02 numeric: p=1 (0.001839 vs 0.0018, +2.2% within 15% tol) and p=2 (0.001838 vs 0.0016, +14.9% within 15% tol) match; p=inf (0.001484 vs 0.0011, +34.9% exceeds 15% tol) contradicted. Qualitative trajectory claim (operator-norm most globally coordinated) supported via velocity-field anisotropy. Code present but could not be executed in sandbox (frozen data at F:\dataset not accessible); metrics.json/evidence_table internally consistent and loss reproduction to 1e-15. Overall partially_s",DeepSeek-V4-Flash-0731,
2604.04871v1,legacy,70.0,partially_supported,12,30,15,36,93,supported,提交物完整（solution.md、code/analyze_claims.py、results/metrics.json、evidence_table.csv、paper_text.txt）。代码在沙箱中因数据根路径指向不存在的 F:/dataset/24_2604.04871v1 而无法运行（FileNotFoundError），但提交物中 metrics.json/evidence_table.csv 与 solution.md 自洽，且与 PAPER_ANCHOR 真值比对：R01 锚值8（论文声称8、附录8/8匹配、代码库9含可选distiller，判定partially_supported合理）；R05 锚值13（10主状态+3中断态=13，吻合）；C01信息屏障10/10、C03三规范隔离、C04前提条件18行均与锚点机制一致。R07（10工作流）TASK.md未要求，属范围限制。结论supported与锚一致，证据真实可验证（虽沙箱因路径不可运行，但提交物内部一致且与真值吻合）。A2扣3分因C02部分支持及未覆盖R07；B扣4分因沙箱无法独立重算验证。,DeepSeek-V4-Flash-0731,
2604.04930v1,legacy,71.0,partially_supported,12,12,15,15,54,partially_supported,提交物完整（solution.md、code、evidence_table.csv、metrics.json、figures），A1满分。复现代码在沙箱中因数据路径缺失（scisolve public_data 与 F:/dataset 复现工作区均不可访问）无法实跑，但代码逻辑完整、无编造痕迹。与真值比对：R01 CR 实测 47.01%（scisolve AIME）与最高 62.47%（repro AIME thr0.70），未稳定落在锚点 50-75% 区间，偏离；R10 correct tokens 5662.8 vs 锚点 25000，严重偏离（受冻结数据 max_tokens=8192 截断限制）；R19/R21/R22（B=16K、delimiter 差异）未报告，无法核对。agent 诚实揭示数据局限，未强行迎合论文，科学态度良好，但关键指标与真值客观偏离，故 A2 给 12、B 给 15，结论 partially_supported。,DeepSeek-V4-Flash-0731,
2604.04911v1,legacy,52.0,partially_supported,8,8,10,20,46,partially_supported,提交物结构完整（solution.md/code/results 齐全，含 evidence_table.csv/metrics.json），但复现脚本 run_all.py 因数据路径 F:\dataset\2604.04911v1 在沙箱中不存在而无法完整运行（analyze_frozen_data.py 报 FileNotFoundError，fe_by_command.py 也因 CSV 缺失失败），仅 verify_paper_tables.py 可运行（纯论文表格转录校验）。C01 六个核心数值（0.673/0.632/0.243/0.527/0.653/0.385）与真值完全一致但均为 paper_citation 而非独立复现；冻结数据实测 FE=0.6902（vs 真值 0.527，超容差 5%）、VE=2295（vs 0.243，严重偏离），且 agent 自述 object-level MS/RS 无法复现、C02/C03/C04 数据缺失仅论文引用。因此科学保真度低（A2 低），证据真实性部分成立（B 中：论文表格校验与数据存在性真实，但关键指标复现失败且依赖缺失数据）。方法严谨性尚可（明确标注口径与敏感性分析，无编造数字），但未能在沙箱中真实跑通核心复现。综合判定 partially_supported。,DeepSeek-V4-Flash-0731,
2604.04915v1,legacy,100.0,supported,12,33,15,40,100,supported,提交物完整（solution.md、code/run_analysis.py、results/evidence_table.csv、metrics.json、claim_verdicts.json），A1满分。四个claim均判定supported，且关键数值锚点与真值精确匹配：usable_interviews=15（R05目标15，容差0）、total_duration_midpoint=52.5（R06目标52.5，±7.5）、pre_probe_midpoint=20.0（R07目标20，±5）、post_probe_midpoint=35.0（R08目标35，±5），全部在容差带内，A2满分。方法严谨：读取冻结数据运行检测器，并做seed-42重生成校验（diff_rows=0）证明数据真实性，无取巧，A3满分。证据真实可验证：metrics.json与evidence_table.csv一致，PDF引用句与结构化元数据相互印证；沙箱中复现脚本因数据根路径（F:/dataset）在WSL不可达而无法实跑，但提交物内部证据链完整且与真值一致，B满分。结论supported。,DeepSeek-V4-Flash-0731,
gehlen_2019,legacy,79.0,partially_supported,12,14,15,18,59,partially_supported,提交物完整（solution.md、code、evidence_table.csv、metrics.json 齐全），A1=12。复现代码因数据路径指向不存在的 F:/E: 盘而无法在沙箱实跑（FileNotFoundError），但已有落盘结果自洽且诚实。与真值比对：C01 中 LVI range 复算 2.0-3.5 vs 真值 2-2.5（R14 偏离）；LFA33/38 复算 2.5 vs 真值 2.0（R15/R17 偏离）；LFA34/35/36 吻合（R16/R18/R19）；LFA41 CM2.6 复算 3.5 vs 真值 2.0（R21 偏离）；LFA41 BNAM 因数据缺失无法核对（R20）。'none net loss' 部分支持。C02 因 BNAM 2055 投影缺失无法直接比较（R35/R36 无法核对），判定 inconclusive。整体结论 partially_supported，B 因部分吻合部分偏离且关键项无法验证给 18。A2 受 partially_supported 上限约束给 14，A3 方法严谨（敏感性分析、诚实标注数据缺失）给 15。,DeepSeek-V4-Flash-0731,
bensen_2007,legacy,69.0,partially_supported,12,12,15,12,51,partially_supported,提交物完整（solution.md、code/、evidence_table.csv、metrics.json、figures），A1=12。代码在沙箱中因数据路径指向不存在的 E:\scisolvebench-data... 而无法运行（FileNotFoundError），但提交的 metrics.json/evidence_table.csv 内容自洽且诚实记录了数据缺失情况。A2：受冻结数据严重缺失（无 ANMO-HRV 原始数据、无 NZ 台站 CRLZ/HIZ、无原始日记录），无法复现论文核心数值锚点（幂律指数 R10-R13、R19、R22-R23），仅定性验证了 C01 频散趋势（群速度 3.02-3.87 km/s 随周期增大而增大，符合 Rayleigh 频散）和 C02 归一化机制（one-bit/running-mean/water-level 压缩比>1.5，raw/clipping 弱），结论为 partially_supported，给 12/33。A3：方法严谨，对数据可用性做了详尽 inventory，明确区分原始数据与处理后产物，未编造数字，代码逻辑清晰，给 15/15。B：提交的实测数值（群速度、压缩比、flatness）无法与 PAPER_ANCHOR 中任何数值锚点直接比对（C01-C04 在锚点中仅为 figure compare 无数值,DeepSeek-V4-Flash-0731,
bonjean_2002,legacy,74.0,partially_supported,12,12,15,18,57,partially_supported,提交物完整（solution.md/code/results/evidence_table.csv/metrics.json 齐全），A1=12。科学保真：核心定量指标与论文真值显著偏离——H_argmin=85m vs 锚点70m（容差5，偏离）；STDD_u=12.64 vs 8.0（容差10%，严重偏离）；STDD_v=9.44 vs 3.0（严重偏离）；TAO相关仅170W吻合(0.758 vs 0.76)，165E(0.83 vs 0.66)、140W(0.51 vs 0.64)偏离。仅定性支持（空间相关0.685、C02盆域平均补偿），故A2=12。方法严谨：忠实论文方法，发现冻结数据风应力~2π换算异常并采用Large&Pond重算，逻辑清晰可复现，A3=15。证据真实性：metrics.json/evidence_table.csv/c01_H_sweep.json/c03_stdd.json/tao_validation.json/c04_gcm.json 内部自洽、来源标注清楚（recomputed/paper citation/reference artifact），无编造；但多个核心数值与真值不符，truth_check=diverged，B=18。结论 partially_supported（C01定性支持但argmin偏离、C03定性一致但STDD未复现,DeepSeek-V4-Flash-0731,
2604.04914v1,legacy,51.0,partially_supported,10,8,10,12,40,partially_supported,提交物结构完整（solution.md、code/、results/evidence_table.csv、metrics.json、figures），A1 给 10。代码无法在沙箱运行（数据路径 F:\dataset 不存在，FileNotFoundError），但 analysis_results.jsonl 有 216 条真实运行记录，metrics/evidence 与 solution 自洽，B 证据真实性部分可验证但无法独立复现，给 12。科学保真：PAPER_ANCHOR 中 R08(45%)、R09(60%)、R10(26) 等数值锚均未被复现（提交物明确承认无法定量复现，仅给出方向性参考），C02 数据缺失判 inconclusive，C01/C03/C04 仅 partially_supported，A2 给 8。方法严谨：提交物诚实标注论文引用与计算值、说明数据缺失与架构不匹配、未编造数字，A3 给 10。总体结论 partially_supported。,DeepSeek-V4-Flash-0731,
2604.04923v1,legacy,84.0,partially_supported,12,15,15,28,70,partially_supported,提交物完整（solution.md、code、evidence_table.csv、metrics.json 齐全）。真实执行 c01_c02_room_corridor.py 与 c03_hourglass.py 成功，复现数值与 metrics.json 一致：R01 room_ld_mean=1.937（锚2.0，容差内）、R02 corridor_ld_mean=1.000（锚1.0，容差内）、R04 slope_a=1.808（锚2.0，容差内）、R05 slope_b=1.972（锚2.0，容差内）、R06 slope_c=1.026（锚1.0，容差内）、R07 transition_radius_c=0.313（锚0.3，容差内），核心数值锚点全部吻合。C03 定性符合（HADES 连接点分数 4.4×、DIC 漏检、VGT-dot k=2 ARI 0.937），但 HADES 为近似重建且 F1 0.597 为按 F1 选出的最优操作点，非独立泛化。C04 脚本因缺少 transformer_model.py 无法运行（数据目录仅含 DATA_MANIFEST.md，冻结数据未就位），但 agent 诚实报告了 C04 训练规模不符（10k vs 500k 步、64 vs 256 维）且训练策略 STL 0.669-0.756 低于随机基线 0.900，未伪造性能。,DeepSeek-V4-Flash-0731,
wong_2020,legacy,74.0,partially_supported,12,14,15,25,66,partially_supported,提交物完整（solution.md、code/、results/evidence_table.csv、results/metrics.json 齐全），A1=12。科学保真：C02 斜率 14858.6 vs 真值 14910（偏差<1%）、r² 0.605 vs 0.61（<1%）吻合；C03 climax 子集斜率 0.323 vs 0.33（~2%）、r² 0.898 vs 0.85（~5.6%）吻合；但 C01 斜率 0.574 vs 0.85、r² 0.422 vs 0.72 显著偏离，C03 overall 斜率 0.722 vs 0.99 偏离，整体结论为 partially_supported，受结论级硬上限 A2≤15，给 14。方法严谨：口径描述详尽（光级/深度匹配、50km 站日聚合、PAR>0 过滤），无数据泄漏，可复现，A3=15。证据真实性：metrics.json 与 evidence_table.csv 一致，关键数值可机器读取，但多项核心指标偏离真值，truth_check=diverged，受 partially_supported 硬上限 B≤28，给 25。总分 66/100。,DeepSeek-V4-Flash-0731,
pages2k_2019,legacy,37.0,partially_supported,8,20,10,20,58,partially_supported,提交物结构完整（solution.md、code/、results/evidence_table.csv、metrics.json、figures），但存在两个版本（agent_solution 与 agent_solution_v2）且结果互相矛盾：agent_solution 仅 3/7 方法、C01-C03 判定 partially_supported（降温速率-0.002 vs 论文-0.23、最暖比例0.18 vs 0.94、相关0.15 vs 0.6）；agent_solution_v2 声称 7 方法全部 supported（降温-0.227/-0.090、最暖0.935、方差比1.027、相关0.53-0.66、显著96-100%），与论文锚高度吻合。但两版代码均无法在沙箱运行（数据路径指向不存在的 E:\scisolvebench-data\...，本机无 .RData/CPS.txt），无法独立复现验证。_build/ 下存在与 v2 一致的中间结果（c01-c04_metrics.json），其数值与论文锚 R01-R05/R07-R21/R27-R30 高度吻合（如 CPS 方差比0.953 vs 0.96、PCR 1.002 vs 1.01、PAI 0.622 vs 0.63、相关全部命中、C04 残差sd 0.0366 vs 0.045、98.4% vs,DeepSeek-V4-Flash-0731,
